ID,State,Farm,Date_of_colleciton,Status,RectTemp,Name,value,alpha,animal
Dairy82,IN,Farm5,2/27/21,Healthy,101.4,Dairy 82,25.82459,Faith PD,calf
Dairy83,IN,Farm5,2/27/21,Healthy,,Dairy 83,30.05264307,Faith PD,calf
Dairy84,IN,Farm5,2/27/21,Healthy,100.9,Dairy 84,28.49290907,Faith PD,calf
Dairy85,IN,Farm5,2/27/21,Healthy,,Dairy 85,18.70177408,Faith PD,calf
Dairy86,IN,Farm5,2/27/21,Healthy,101.6,Dairy 86,21.28558598,Faith PD,calf
Dairy87,IN,Farm5,2/27/21,BRD,101,Dairy 87,20.18504846,Faith PD,calf
Dairy88,IN,Farm5,2/27/21,Healthy,,Dairy 88,20.97370113,Faith PD,calf
Dairy89,IN,Farm5,2/27/21,BRD,103,Dairy 89,13.8570898,Faith PD,calf
Dairy9,IN,Farm5,2/20/21,Healthy,,Dairy 9,15.27757852,Faith PD,calf
Dairy90,IN,Farm5,2/27/21,BRD,102.3,Dairy 90,18.10070286,Faith PD,calf
Dairy91,IN,Farm5,2/27/21,BRD,102.2,Dairy 91,21.91407052,Faith PD,calf
Dairy92,IN,Farm5,2/27/21,Healthy,,Dairy 92,16.89970902,Faith PD,calf
Dairy93,IN,Farm5,2/27/21,Healthy,,Dairy 93,22.60757975,Faith PD,calf
Dairy94,IN,Farm5,2/27/21,Healthy,,Dairy 94,21.24899194,Faith PD,calf
Dairy95,IN,Farm5,2/27/21,Healthy,,Dairy 95,38.47736116,Faith PD,calf
Dairy96,IN,Farm5,2/27/21,Healthy,,Dairy 96,20.95099815,Faith PD,calf
Dairy97,IN,Farm5,2/27/21,Healthy,,Dairy 97,23.60176388,Faith PD,calf
Dairy98,IN,Farm5,2/27/21,BRD,103.6,Dairy 98,11.86726587,Faith PD,calf
Dairy99,IN,Farm5,2/27/21,BRD,102.8,Dairy 99,8.690866594,Faith PD,calf
Dairy101,NY,Farm3,05/18-19/2021,Healthy,102.8,Dairy 101,39.04696347,Faith PD,calf
Dairy102,NY,Farm3,05/18-19/2021,Healthy,101.8,Dairy 102,11.95541243,Faith PD,calf
Dairy103,NY,Farm3,05/18-19/2021,Healthy,102.6,Dairy 103,17.91428533,Faith PD,calf
Dairy104,NY,Farm3,05/18-19/2021,Healthy,102.6,Dairy 104,10.15011643,Faith PD,calf
Dairy105,NY,Farm3,05/18-19/2021,Healthy,102.4,Dairy 105,11.75044492,Faith PD,calf
Dairy106,NY,Farm3,05/18-19/2021,Healthy,,Dairy 106,27.57093176,Faith PD,calf
Dairy107,NY,Farm3,05/18-19/2021,Healthy,102.5,Dairy 107,23.4312743,Faith PD,calf
Dairy108,NY,Farm3,05/18-19/2021,Healthy,,Dairy 108,18.56231094,Faith PD,calf
Dairy109,NY,Farm3,05/18-19/2021,Healthy,101.7,Dairy 109,19.79130458,Faith PD,calf
Dairy110,NY,Farm3,05/18-19/2021,Healthy,102,Dairy 110,13.37606751,Faith PD,calf
Dairy111,NY,Farm3,05/18-19/2021,Healthy,102,Dairy 111,26.71600477,Faith PD,calf
Dairy112,NY,Farm3,05/18-19/2021,Healthy,102.2,Dairy 112,9.455162744,Faith PD,calf
Dairy113,NY,Farm3,05/18-19/2021,Healthy,102.7,Dairy 113,20.49468052,Faith PD,calf
Dairy114,NY,Farm3,05/18-19/2021,Healthy,,Dairy 114,15.90045662,Faith PD,calf
Dairy115,NY,Farm3,05/18-19/2021,Healthy,,Dairy 115,18.00413362,Faith PD,calf
Dairy116,NY,Farm3,05/18-19/2021,Healthy,,Dairy 116,15.25894978,Faith PD,calf
Dairy117,NY,Farm3,05/18-19/2021,Healthy,102.1,Dairy 117,13.41946676,Faith PD,calf
Dairy118,NY,Farm3,05/18-19/2021,Healthy,102.8,Dairy 118,13.8117004,Faith PD,calf
Dairy119,NY,Farm3,05/18-19/2021,Healthy,101.4,Dairy 119,17.99708026,Faith PD,calf
Dairy120,NY,Farm3,05/18-19/2021,Healthy,,Dairy 120,14.68334585,Faith PD,calf
Dairy121,NY,Farm3,05/18-19/2021,Healthy,102.5,Dairy 121,24.65508596,Faith PD,calf
Dairy122,NY,Farm3,05/18-19/2021,Healthy,101.9,Dairy 122,15.48882936,Faith PD,calf
Dairy123,NY,Farm3,05/18-19/2021,Healthy,,Dairy 123,24.5135528,Faith PD,calf
Dairy124,NY,Farm3,05/18-19/2021,Healthy,,Dairy 124,28.89407704,Faith PD,calf
Dairy125,NY,Farm3,05/18-19/2021,Healthy,102.7,Dairy 125,10.00566339,Faith PD,calf
Dairy126,NY,Farm3,05/18-19/2021,Healthy,,Dairy 126,9.668960582,Faith PD,calf
Dairy127,NY,Farm3,05/18-19/2021,Healthy,104,Dairy 127,24.13316787,Faith PD,calf
Dairy128,NY,Farm3,05/18-19/2021,Healthy,102.3,Dairy 128,14.11712631,Faith PD,calf
Dairy129,NY,Farm3,05/18-19/2021,Healthy,,Dairy 129,6.408451558,Faith PD,calf
Dairy130,NY,Farm3,05/18-19/2021,Healthy,102.3,Dairy 130,18.02031003,Faith PD,calf
Dairy131,NY,Farm3,05/18-19/2021,Healthy,,Dairy 131,15.882649,Faith PD,calf
Dairy132,NY,Farm3,05/18-19/2021,Healthy,102.3,Dairy 132,15.00428473,Faith PD,calf
Dairy133,NY,Farm3,05/18-19/2021,Healthy,102.7,Dairy 133,20.41727286,Faith PD,calf
Dairy134,NY,Farm3,05/18-19/2021,Healthy,102.3,Dairy 134,14.27004365,Faith PD,calf
Dairy135,NY,Farm3,05/18-19/2021,Healthy,102.4,Dairy 135,18.57185501,Faith PD,calf
Dairy136,NY,Farm3,05/18-19/2021,BRD,102.5,Dairy 136,16.5614472,Faith PD,calf
Dairy137,NY,Farm3,05/18-19/2021,BRD,102.7,Dairy 137,8.932324324,Faith PD,calf
Dairy138,NY,Farm3,05/18-19/2021,BRD,102.3,Dairy 138,16.60120518,Faith PD,calf
Dairy139,NY,Farm3,05/18-19/2021,BRD,102.6,Dairy 139,6.988829368,Faith PD,calf
Dairy140,NY,Farm3,05/18-19/2021,BRD,103.1,Dairy 140,18.82619331,Faith PD,calf
Dairy141,NY,Farm3,05/18-19/2021,BRD,102.3,Dairy 141,12.28528,Faith PD,calf
Dairy142,NY,Farm3,05/18-19/2021,BRD,103.1,Dairy 142,9.560515083,Faith PD,calf
Dairy143,NY,Farm3,05/18-19/2021,BRD,103,Dairy 143,11.62037093,Faith PD,calf
Dairy144,NY,Farm3,05/18-19/2021,BRD,102,Dairy 144,12.46868291,Faith PD,calf
Dairy145,NY,Farm3,05/18-19/2021,BRD,102.2,Dairy 145,16.49989947,Faith PD,calf
Dairy146,NY,Farm3,05/18-19/2021,BRD,102.2,Dairy 146,14.38900068,Faith PD,calf
Dairy147,NY,Farm3,05/18-19/2021,BRD,102.5,Dairy 147,24.53856415,Faith PD,calf
Dairy149,NY,Farm3,05/18-19/2021,BRD,103,Dairy 149,9.785037344,Faith PD,calf
Dairy150,NY,Farm3,05/18-19/2021,BRD,103,Dairy 150,17.83941783,Faith PD,calf
Dairy151,NY,Farm3,05/18-19/2021,BRD,101.7,Dairy 151,19.87011502,Faith PD,calf
Dairy152,NY,Farm3,05/18-19/2021,BRD,103,Dairy 152,16.76867588,Faith PD,calf
Dairy153,NY,Farm3,05/18-19/2021,BRD,105.8,Dairy 153,17.68304809,Faith PD,calf
Dairy154,NY,Farm3,05/18-19/2021,BRD,105.3,Dairy 154,14.94966364,Faith PD,calf
Dairy155,NY,Farm3,05/18-19/2021,BRD,102,Dairy 155,17.1754743,Faith PD,calf
Dairy156,NY,Farm3,05/18-19/2021,BRD,102.4,Dairy 156,22.00981916,Faith PD,calf
Dairy157,NY,Farm3,05/18-19/2021,BRD,106,Dairy 157,22.78069883,Faith PD,calf
Dairy158,NY,Farm3,05/18-19/2021,BRD,106.3,Dairy 158,15.50078621,Faith PD,calf
Dairy159,NY,Farm3,05/18-19/2021,BRD,101.2,Dairy 159,17.80466673,Faith PD,calf
Dairy160,NY,Farm3,05/18-19/2021,BRD,102.1,Dairy 160,23.19334084,Faith PD,calf
Dairy161,NY,Farm3,05/18-19/2021,BRD,102.4,Dairy 161,13.05289631,Faith PD,calf
Dairy162,NY,Farm3,05/18-19/2021,BRD,102.8,Dairy 162,14.95666522,Faith PD,calf
Dairy163,NY,Farm3,05/18-19/2021,BRD,102.6,Dairy 163,24.77275909,Faith PD,calf
Dairy164,NY,Farm3,05/18-19/2021,BRD,104.9,Dairy 164,10.39983298,Faith PD,calf
Dairy165,NY,Farm3,05/18-19/2021,BRD,101.6,Dairy 165,14.43132539,Faith PD,calf
Dairy166,NY,Farm3,05/18-19/2021,BRD,102,Dairy 166,13.57730665,Faith PD,calf
Dairy167,NY,Farm3,05/18-19/2021,BRD,,Dairy 167,12.4024349,Faith PD,calf
Dairy168,NY,Farm3,05/18-19/2021,BRD,101.2,Dairy 168,15.49215462,Faith PD,calf
Dairy169,NY,Farm3,05/18-19/2021,BRD,102,Dairy 169,16.44520197,Faith PD,calf
Dairy170,NY,Farm3,05/18-19/2021,BRD,104,Dairy 170,12.40289924,Faith PD,calf
Dairy171,NY,Farm4,5/20/21,Healthy,101.6,Dairy 171,6.738004007,Faith PD,Cow
Dairy172,NY,Farm4,5/20/21,Healthy,101.2,Dairy 172,7.253261962,Faith PD,calf
Dairy174,NY,Farm4,5/20/21,Healthy,101.7,Dairy 174,10.30593797,Faith PD,Cow
Dairy177,NY,Farm4,5/20/21,Healthy,,Dairy 177,27.13464917,Faith PD,Cow
Dairy178,NY,Farm4,5/20/21,Healthy,,Dairy 178,11.206804,Faith PD,Cow
Dairy180,NY,Farm4,5/20/21,Healthy,102.5,Dairy 180,13.92994602,Faith PD,Cow
Dairy181,NY,Farm4,5/20/21,Healthy,,Dairy 181,24.59477869,Faith PD,Cow
Dairy182,NY,Farm4,5/20/21,Healthy,,Dairy 182,7.618206846,Faith PD,Cow
Dairy183,NY,Farm4,5/20/21,Healthy,,Dairy 183,15.52541067,Faith PD,Cow
Dairy184,NY,Farm4,5/20/21,Healthy,101.5,Dairy 184,14.84579381,Faith PD,Cow
Dairy185,NY,Farm4,5/20/21,Healthy,102,Dairy 185,11.34881213,Faith PD,calf
Dairy186,NY,Farm4,5/20/21,Healthy,101.5,Dairy 186,14.12676123,Faith PD,Cow
Dairy187,NY,Farm4,5/20/21,Healthy,102,Dairy 187,5.112483738,Faith PD,calf
Dairy188,NY,Farm4,5/20/21,BRD,103.2,Dairy 188,5.268028467,Faith PD,calf
Dairy189,NY,Farm4,5/20/21,BRD,101.2,Dairy 189,18.17092836,Faith PD,Cow
Dairy190,NY,Farm4,5/20/21,BRD,103,Dairy 190,6.443707575,Faith PD,Cow
Dairy191,NY,Farm4,5/20/21,BRD,102.5,Dairy 191,9.04958254,Faith PD,Cow
Dairy192,NY,Farm4,5/20/21,BRD,102.4,Dairy 192,14.90439296,Faith PD,Cow
Dairy193,NY,Farm4,5/20/21,BRD,101.4,Dairy 193,8.014108923,Faith PD,Cow
Dairy194,NY,Farm4,5/20/21,BRD,102,Dairy 194,7.779715018,Faith PD,Cow
Dairy195,NY,Farm4,5/20/21,BRD,100.1,Dairy 195,8.003559295,Faith PD,Cow
Dairy196,NY,Farm4,5/20/21,BRD,103.9,Dairy 196,16.21607553,Faith PD,Cow
Dairy197,NY,Farm4,5/20/21,BRD,102,Dairy 197,10.97954964,Faith PD,calf
Dairy198,NY,Farm4,5/20/21,BRD,102.3,Dairy 198,6.322954936,Faith PD,calf
Dairy199,NY,Farm4,5/20/21,BRD,102.5,Dairy 199,5.166314558,Faith PD,calf
Dairy200,NY,Farm4,5/20/21,BRD,101.8,Dairy 200,5.380003324,Faith PD,Cow
Dairy201,NY,Farm4,5/20/21,BRD,102.9,Dairy 201,16.54909986,Faith PD,calf
Dairy202,NY,Farm4,5/20/21,BRD,102.6,Dairy 202,8.484878004,Faith PD,calf
Dairy203,NY,Farm4,5/20/21,BRD,102.8,Dairy 203,7.73538419,Faith PD,calf
Dairy204,TX,Farm1,1/1/22,BRD,101.6,Dairy 204,13.44429436,Faith PD,calf
Dairy205,TX,Farm1,1/1/22,BRD,100.5,Dairy 205,14.24419103,Faith PD,calf
Dairy206,TX,Farm1,1/1/22,BRD,102.9,Dairy 206,16.73307864,Faith PD,calf
Dairy207,TX,Farm1,1/1/22,Healthy,101.9,Dairy 207,16.28818042,Faith PD,calf
Dairy208,TX,Farm1,1/1/22,Healthy,102.7,Dairy 208,22.15066313,Faith PD,calf
Dairy209,TX,Farm1,1/1/22,Healthy,101.5,Dairy 209,21.23365178,Faith PD,calf
Dairy210,TX,Farm1,1/1/22,BRD,102.1,Dairy 210,10.08664299,Faith PD,calf
Dairy213,TX,Farm1,1/1/22,Healthy,101.4,Dairy 213,27.26608262,Faith PD,calf
Dairy214,TX,Farm1,1/1/22,BRD,102.6,Dairy 214,15.42414035,Faith PD,calf
Dairy215,TX,Farm1,1/1/22,BRD,102.3,Dairy 215,7.259560117,Faith PD,calf
Dairy216,TX,Farm1,1/1/22,Healthy,101.9,Dairy 216,12.46904434,Faith PD,calf
Dairy217,TX,Farm1,1/1/22,Healthy,101.7,Dairy 217,9.616307972,Faith PD,calf
Dairy218,TX,Farm1,1/1/22,BRD,102.3,Dairy 218,8.124205917,Faith PD,calf
Dairy220,TX,Farm1,1/1/22,Healthy,100.6,Dairy 220,19.98106495,Faith PD,calf
Dairy221,TX,Farm1,1/1/22,Healthy,101.9,Dairy 221,10.46969616,Faith PD,calf
Dairy222,TX,Farm1,1/1/22,BRD,105.1,Dairy 222,11.45327158,Faith PD,calf
Dairy223,TX,Farm1,1/1/22,Healthy,101.7,Dairy 223,16.51327358,Faith PD,calf
Dairy224,TX,Farm1,1/1/22,BRD,101.7,Dairy 224,14.48463075,Faith PD,calf
Dairy225,TX,Farm1,1/1/22,BRD,97.8,Dairy 225,22.9235432,Faith PD,calf
Dairy226,TX,Farm1,1/1/22,Healthy,101.2,Dairy 226,14.62578424,Faith PD,calf
Dairy227,TX,Farm1,1/1/22,Healthy,102.1,Dairy 227,12.15978675,Faith PD,calf
Dairy228,TX,Farm1,1/1/22,BRD,101.4,Dairy 228,12.90099779,Faith PD,calf
Dairy231,TX,Farm1,1/1/22,Healthy,102,Dairy 231,12.17055161,Faith PD,calf
Dairy232,TX,Farm1,1/1/22,BRD,101,Dairy 232,13.53610502,Faith PD,calf
Dairy233,TX,Farm1,1/1/22,Healthy,102,Dairy 233,12.37866587,Faith PD,calf
Dairy237,TX,Farm1,1/1/22,Healthy,102.3,Dairy 237,22.28142425,Faith PD,calf
Dairy238,TX,Farm1,1/1/22,BRD,102.3,Dairy 238,16.24208054,Faith PD,calf
Dairy239,TX,Farm1,1/1/22,Healthy,101.5,Dairy 239,16.75269673,Faith PD,calf
Dairy240,TX,Farm1,1/1/22,BRD,102.1,Dairy 240,18.55625926,Faith PD,calf
Dairy241,TX,Farm1,1/1/22,BRD,102.7,Dairy 241,14.51570148,Faith PD,calf
Dairy243,TX,Farm1,1/1/22,Healthy,102.3,Dairy 243,28.75180826,Faith PD,calf
Dairy244,TX,Farm1,1/1/22,BRD,101.7,Dairy 244,16.89655166,Faith PD,calf
Dairy245,TX,Farm1,1/1/22,Healthy,103.3,Dairy 245,15.02879398,Faith PD,calf
Dairy248,TX,Farm1,1/1/22,BRD,101.8,Dairy 248,8.750451803,Faith PD,calf
Dairy249,TX,Farm1,1/1/22,Healthy,101.6,Dairy 249,15.72940917,Faith PD,calf
Dairy250,TX,Farm1,1/1/22,BRD,101.9,Dairy 250,19.42209624,Faith PD,calf
Dairy251,TX,Farm1,1/1/22,BRD,101.4,Dairy 251,12.64476667,Faith PD,calf
Dairy252,TX,Farm1,1/1/22,Healthy,101.9,Dairy 252,15.2491503,Faith PD,calf
Dairy253,TX,Farm1,1/1/22,Healthy,102.2,Dairy 253,12.96665822,Faith PD,calf
Dairy255,TX,Farm1,1/1/22,Healthy,101.7,Dairy 255,8.615967368,Faith PD,calf
Dairy256,TX,Farm1,1/1/22,BRD,102,Dairy 256,11.05772778,Faith PD,calf
Dairy257,TX,Farm1,1/1/22,BRD,102.5,Dairy 257,15.13956757,Faith PD,calf
Dairy258,TX,Farm1,1/1/22,Healthy,103.1,Dairy 258,15.04857559,Faith PD,calf
Dairy285,TX,Farm1,1/1/22,Healthy,102.2,Dairy 285,15.56391281,Faith PD,calf
Dairy286,TX,Farm1,1/1/22,BRD,102.3,Dairy 286,15.50063212,Faith PD,calf
Dairy287,TX,Farm1,1/1/22,Healthy,102.2,Dairy 287,11.97907415,Faith PD,calf
Dairy288,TX,Farm1,1/1/22,BRD,102.2,Dairy 288,26.25258208,Faith PD,calf
Dairy289,TX,Farm1,1/1/22,Healthy,102.2,Dairy 289,21.08678595,Faith PD,calf
Dairy290,TX,Farm1,1/1/22,BRD,101.2,Dairy 290,26.99726114,Faith PD,calf
Dairy291,TX,Farm1,1/1/22,Healthy,102.9,Dairy 291,12.96501164,Faith PD,calf
Dairy292,TX,Farm1,1/1/22,BRD,101.8,Dairy 292,16.90361015,Faith PD,calf
Dairy294,TX,Farm1,1/1/22,BRD,101.6,Dairy 294,25.72830826,Faith PD,calf
Dairy295,TX,Farm1,1/1/22,BRD,102,Dairy 295,28.79198596,Faith PD,calf
Dairy296,TX,Farm1,1/1/22,BRD,102.5,Dairy 296,15.39898599,Faith PD,calf
Dairy299,TX,Farm1,1/1/22,Healthy,102.8,Dairy 299,17.87865223,Faith PD,calf
Dairy302,TX,Farm1,1/1/22,Healthy,101.5,Dairy 302,18.09281064,Faith PD,calf
Dairy303,TX,Farm1,1/1/22,BRD,101.2,Dairy 303,12.58530456,Faith PD,calf
Dairy304,TX,Farm1,1/1/22,BRD,102.1,Dairy 304,25.69206069,Faith PD,calf
Dairy305,TX,Farm1,1/1/22,Healthy,102.2,Dairy 305,22.4181049,Faith PD,calf
Dairy306,TX,Farm1,1/1/22,Healthy,102.2,Dairy 306,17.90820513,Faith PD,calf
Dairy307,TX,Farm1,1/1/22,BRD,104.3,Dairy 307,16.86858624,Faith PD,calf
Dairy308,TX,Farm1,1/1/22,Healthy,102.2,Dairy 308,12.67269453,Faith PD,calf
Dairy309,TX,Farm1,1/1/22,BRD,101.7,Dairy 309,25.60780512,Faith PD,calf
Dairy310,TX,Farm1,1/1/22,Healthy,100.5,Dairy 310,24.25810612,Faith PD,calf
Dairy312,TX,Farm1,1/1/22,Healthy,102.2,Dairy 312,17.87186176,Faith PD,calf
Dairy314,TX,Farm1,1/1/22,BRD,101.1,Dairy 314,28.50249126,Faith PD,calf
Dairy315,TX,Farm1,1/1/22,Healthy,101.6,Dairy 315,37.26636294,Faith PD,calf
Dairy261,TX,Farm1,1/1/22,Healthy,102.7,Dairy261,11.47466272,Faith PD,calf
Dairy263,TX,Farm1,1/1/22,Healthy,101.8,Dairy263,16.23256907,Faith PD,calf
Dairy264,TX,Farm1,1/1/22,BRD,102.8,Dairy264,13.83737286,Faith PD,calf
Dairy265,TX,Farm1,1/1/22,Healthy,103,Dairy265,22.65700823,Faith PD,calf
Dairy266,TX,Farm1,1/1/22,Healthy,102.1,Dairy266,13.45033927,Faith PD,calf
Dairy268,TX,Farm1,1/1/22,Healthy,101.9,Dairy268,22.75852267,Faith PD,calf
Dairy269,TX,Farm1,1/1/22,Healthy,101.7,Dairy269,20.19978395,Faith PD,calf
Dairy270,TX,Farm1,1/1/22,BRD,102.3,Dairy270,15.77088739,Faith PD,calf
Dairy271,TX,Farm1,1/1/22,BRD,104.8,Dairy271,19.91940664,Faith PD,calf
Dairy273,TX,Farm1,1/1/22,BRD,103.8,Dairy273,19.4686813,Faith PD,calf
Dairy275,TX,Farm1,1/1/22,Healthy,102.9,Dairy275,11.58185164,Faith PD,calf
Dairy276,TX,Farm1,1/1/22,BRD,102.5,Dairy276,9.888334824,Faith PD,calf
Dairy277,TX,Farm1,1/1/22,BRD,102.7,Dairy277,9.349012754,Faith PD,calf
Dairy278,TX,Farm1,1/1/22,Healthy,102.2,Dairy278,16.73583716,Faith PD,calf
Dairy279,TX,Farm1,1/1/22,Healthy,103.2,Dairy279,13.0641182,Faith PD,calf
Dairy280,TX,Farm1,1/1/22,BRD,103.8,Dairy280,27.18505906,Faith PD,calf
Dairy282,TX,Farm1,1/1/22,BRD,103,Dairy282,20.50305954,Faith PD,calf
Dairy283,TX,Farm1,1/1/22,BRD,103,Dairy283,27.05239703,Faith PD,calf
Dairy284,TX,Farm1,1/1/22,Healthy,102.2,Dairy284,14.04328365,Faith PD,calf
Dairy317,CA,Farm2,07/14-15/2022,Healthy,104.8,Dairy 317,130,Observed ASVs,calf
Dairy318,CA,Farm2,07/14-15/2022,Healthy,102.1,Dairy 318,62,Observed ASVs,calf
Dairy320,CA,Farm2,07/14-15/2022,Healthy,102.3,Dairy 320,89,Observed ASVs,calf
Dairy321,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 321,95,Observed ASVs,calf
Dairy322,CA,Farm2,07/14-15/2022,Healthy,101.7,Dairy 322,57,Observed ASVs,calf
Dairy323,CA,Farm2,07/14-15/2022,Healthy,103,Dairy 323,62,Observed ASVs,calf
Dairy324,CA,Farm2,07/14-15/2022,Healthy,102.1,Dairy 324,48,Observed ASVs,calf
Dairy325,CA,Farm2,07/14-15/2022,Healthy,102.4,Dairy 325,36,Observed ASVs,calf
Dairy326,CA,Farm2,07/14-15/2022,Healthy,101.7,Dairy 326,77,Observed ASVs,calf
Dairy327,CA,Farm2,07/14-15/2022,Healthy,101.7,Dairy 327,58,Observed ASVs,calf
Dairy328,CA,Farm2,07/14-15/2022,Healthy,102.7,Dairy 328,58,Observed ASVs,calf
Dairy329,CA,Farm2,07/14-15/2022,Healthy,103.2,Dairy 329,115,Observed ASVs,calf
Dairy330,CA,Farm2,07/14-15/2022,Healthy,101.5,Dairy 330,73,Observed ASVs,calf
Dairy331,CA,Farm2,07/14-15/2022,Healthy,105.1,Dairy 331,69,Observed ASVs,calf
Dairy332,CA,Farm2,07/14-15/2022,Healthy,101.4,Dairy 332,98,Observed ASVs,calf
Dairy333,CA,Farm2,07/14-15/2022,Healthy,102.3,Dairy 333,75,Observed ASVs,calf
Dairy334,CA,Farm2,07/14-15/2022,Healthy,102.1,Dairy 334,63,Observed ASVs,calf
Dairy335,CA,Farm2,07/14-15/2022,Healthy,102.9,Dairy 335,49,Observed ASVs,calf
Dairy336,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 336,83,Observed ASVs,calf
Dairy337,CA,Farm2,07/14-15/2022,Healthy,103,Dairy 337,110,Observed ASVs,calf
Dairy338,CA,Farm2,07/14-15/2022,Healthy,102.8,Dairy 338,61,Observed ASVs,calf
Dairy340,CA,Farm2,07/14-15/2022,Healthy,102.5,Dairy 340,57,Observed ASVs,calf
Dairy341,CA,Farm2,07/14-15/2022,Healthy,102,Dairy 341,55,Observed ASVs,calf
Dairy342,CA,Farm2,07/14-15/2022,Healthy,101.9,Dairy 342,71,Observed ASVs,calf
Dairy343,CA,Farm2,07/14-15/2022,Healthy,101.9,Dairy 343,66,Observed ASVs,calf
Dairy344,CA,Farm2,07/14-15/2022,Healthy,102.6,Dairy 344,81,Observed ASVs,calf
Dairy345,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 345,105,Observed ASVs,calf
Dairy346,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 346,103,Observed ASVs,calf
Dairy347,CA,Farm2,07/14-15/2022,Healthy,102.3,Dairy 347,145,Observed ASVs,calf
Dairy348,CA,Farm2,07/14-15/2022,Healthy,102.7,Dairy 348,52,Observed ASVs,calf
Dairy349,CA,Farm2,07/14-15/2022,Healthy,103.8,Dairy 349,83,Observed ASVs,calf
Dairy351,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 351,76,Observed ASVs,calf
Dairy355,CA,Farm2,07/14-15/2022,Healthy,101.8,Dairy 355,80,Observed ASVs,calf
Dairy356,CA,Farm2,07/14-15/2022,Healthy,101.9,Dairy 356,69,Observed ASVs,calf
Dairy357,CA,Farm2,07/14-15/2022,Healthy,101.7,Dairy 357,46,Observed ASVs,calf
Dairy358,CA,Farm2,07/14-15/2022,Healthy,102.2,Dairy 358,108,Observed ASVs,calf
Dairy359,CA,Farm2,07/14-15/2022,Healthy,100.9,Dairy 359,76,Observed ASVs,calf
Dairy360,CA,Farm2,07/14-15/2022,Healthy,101.4,Dairy 360,49,Observed ASVs,calf
Dairy361,CA,Farm2,07/14-15/2022,Healthy,102,Dairy 361,85,Observed ASVs,calf
Dairy362,CA,Farm2,07/14-15/2022,Healthy,102.8,Dairy 362,51,Observed ASVs,calf
Dairy363,CA,Farm2,07/14-15/2022,Healthy,101.2,Dairy 363,48,Observed ASVs,calf
Dairy364,CA,Farm2,07/14-15/2022,Healthy,102.8,Dairy 364,99,Observed ASVs,calf
Dairy365,CA,Farm2,07/14-15/2022,Healthy,102.3,Dairy 365,96,Observed ASVs,calf
Dairy366,CA,Farm2,07/14-15/2022,Healthy,102.3,Dairy 366,34,Observed ASVs,calf
Dairy367,CA,Farm2,07/14-15/2022,Healthy,101.8,Dairy 367,74,Observed ASVs,calf
Dairy368,CA,Farm2,07/14-15/2022,BRD,101.2,Dairy 368,184,Observed ASVs,calf
Dairy369,CA,Farm2,07/14-15/2022,BRD,101.2,Dairy 369,67,Observed ASVs,calf
Dairy370,CA,Farm2,07/14-15/2022,BRD,101.2,Dairy 370,93,Observed ASVs,calf
Dairy372,CA,Farm2,07/14-15/2022,BRD,100.8,Dairy 372,46,Observed ASVs,calf
Dairy373,CA,Farm2,07/14-15/2022,BRD,101.2,Dairy 373,65,Observed ASVs,calf
Dairy374,CA,Farm2,07/14-15/2022,BRD,102.9,Dairy 374,126,Observed ASVs,calf
Dairy375,CA,Farm2,07/14-15/2022,BRD,101.6,Dairy 375,107,Observed ASVs,calf
Dairy376,CA,Farm2,07/14-15/2022,BRD,101.8,Dairy 376,93,Observed ASVs,calf
Dairy377,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 377,83,Observed ASVs,calf
Dairy378,CA,Farm2,07/14-15/2022,BRD,101.5,Dairy 378,74,Observed ASVs,calf
Dairy379,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 379,137,Observed ASVs,calf
Dairy381,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 381,61,Observed ASVs,calf
Dairy382,CA,Farm2,07/14-15/2022,BRD,105,Dairy 382,40,Observed ASVs,calf
Dairy383,CA,Farm2,07/14-15/2022,Healthy,102.1,Dairy 383,111,Observed ASVs,calf
Dairy384,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 384,98,Observed ASVs,calf
Dairy385,CA,Farm2,07/14-15/2022,BRD,102.4,Dairy 385,55,Observed ASVs,calf
Dairy386,CA,Farm2,07/14-15/2022,BRD,104.3,Dairy 386,102,Observed ASVs,calf
Dairy387,CA,Farm2,07/14-15/2022,BRD,102.1,Dairy 387,109,Observed ASVs,calf
Dairy388,CA,Farm2,07/14-15/2022,BRD,101.3,Dairy 388,129,Observed ASVs,calf
Dairy389,CA,Farm2,07/14-15/2022,BRD,102.2,Dairy 389,70,Observed ASVs,calf
Dairy390,CA,Farm2,07/14-15/2022,BRD,101.7,Dairy 390,60,Observed ASVs,calf
Dairy391,CA,Farm2,07/14-15/2022,BRD,102.5,Dairy 391,62,Observed ASVs,calf
Dairy392,CA,Farm2,07/14-15/2022,BRD,102,Dairy 392,37,Observed ASVs,calf
Dairy393,CA,Farm2,07/14-15/2022,BRD,102.3,Dairy 393,67,Observed ASVs,calf
Dairy394,CA,Farm2,07/14-15/2022,BRD,102.1,Dairy 394,95,Observed ASVs,calf
