Name,ID,Status,State,Farm,Date of colleciton,RectaTemp,16S copies,copy_log,copies,pre_abs,Bacteria,quality
Beef 120,Beef120,BRD,CO,Five Rivers,4/9/21,103.8,2796747653,5.137440548,137227.3093,1,M.haemolytica,Clean
Beef 121,Beef121,Healthy,CO,Five Rivers,4/9/21,102.1,1960800672,6.191497549,1554166.519,1,M.haemolytica,Clean
Beef 122,Beef122,Healthy,CO,Five Rivers,4/9/21,102.2,1217961546,2.230448921,170,0,M.haemolytica,Clean
Beef 123,Beef123,Healthy,CO,Five Rivers,4/9/21,102,2649194217,2.230448921,170,0,M.haemolytica,Clean
Beef 124,Beef124,BRD,CO,Five Rivers,4/9/21,104.4,734271056.6,5.110035066,128835.3573,1,M.haemolytica,Clean
Beef 125,Beef125,BRD,CO,Five Rivers,4/9/21,104.1,157883497.2,4.849682987,70742.92081,1,M.haemolytica,Clean
Beef 126,Beef126,BRD,CO,Five Rivers,4/9/21,104,985680021.1,5.253386818,179220.1425,1,M.haemolytica,Clean
Beef 128,Beef128,Healthy,CO,Five Rivers,4/9/21,102.1,942990666.6,2.230448921,170,0,M.haemolytica,Clean
Beef 129,Beef129,BRD,CO,Five Rivers,4/9/21,102.6,281863098.7,3.604841669,4025.702422,1,M.haemolytica,Clean
Beef 13,Beef13,Healthy,TX,Cactus,3/10/21,101.9,230,2.230448921,170,0,M.haemolytica,Clean
Beef 130,Beef130,BRD,CO,Five Rivers,4/9/21,104,443703812.4,4.325816657,21174.67033,1,M.haemolytica,Clean
Beef 131,Beef131,Healthy,CO,Five Rivers,4/9/21,101.8,1063914059,3.796153015,6253.92998,1,M.haemolytica,Clean
Beef 132,Beef132,Healthy,CO,Five Rivers,4/9/21,103.6,410562001,2.230448921,170,0,M.haemolytica,Clean
Beef 133,Beef133,Healthy,CO,Five Rivers,4/9/21,,753883094.2,4.843358645,69720.20331,1,M.haemolytica,Clean
Beef 134,Beef134,Healthy,CO,Five Rivers,4/9/21,102.9,372828579,2.230448921,170,0,M.haemolytica,Clean
Beef 135,Beef135,Healthy,CO,Five Rivers,4/9/21,103.5,236582558.8,2.230448921,170,0,M.haemolytica,Clean
Beef 136,Beef136,BRD,CO,Five Rivers,4/9/21,105.3,609587059.5,3.71340954,5169.035799,1,M.haemolytica,Clean
Beef 137,Beef137,Healthy,CO,Five Rivers,4/9/21,102.2,1112212073,2.230448921,170,0,M.haemolytica,Clean
Beef 138,Beef138,BRD,CO,Five Rivers,4/9/21,105.6,2334035438,2.230448921,170,0,M.haemolytica,Clean
Beef 139,Beef139,Healthy,CO,Five Rivers,4/9/21,103.3,258379920.4,2.230448921,170,0,M.haemolytica,Clean
Beef 14,Beef14,BRD,TX,Cactus,3/8/21,105,230,2.230448921,170,0,M.haemolytica,Clean
Beef 140,Beef140,Healthy,CO,Five Rivers,4/9/21,102.2,251810823.1,4.768520598,58684.12018,1,M.haemolytica,Clean
Beef 141,Beef141,BRD,CO,Five Rivers,4/9/21,103.6,1104988471,2.230448921,170,0,M.haemolytica,Clean
Beef 142,Beef142,BRD,CO,Five Rivers,4/9/21,104.2,88880002.81,2.230448921,170,0,M.haemolytica,Clean
Beef 144,Beef144,BRD,CO,Five Rivers,4/9/21,104.1,833923168.4,2.230448921,170,0,M.haemolytica,Clean
Beef 145,Beef145,Healthy,CO,Five Rivers,4/9/21,102.6,278060454.7,2.230448921,170,0,M.haemolytica,Clean
Beef 146,Beef146,Healthy,CO,Five Rivers,4/9/21,103.6,103191994.2,2.230448921,170,0,M.haemolytica,Clean
Beef 147,Beef147,BRD,CO,Five Rivers,4/9/21,102.6,1270766339,3.390868098,2459.620464,1,M.haemolytica,Clean
Beef 148,Beef148,Healthy,CO,Five Rivers,4/9/21,104.7,323953842.3,5.358792518,228450.7132,1,M.haemolytica,Clean
Beef 149,Beef149,BRD,CO,Five Rivers,4/9/21,103.5,218228195.5,4.204600102,16017.69804,1,M.haemolytica,Clean
Beef 15,Beef15,Healthy,TX,Cactus,3/10/21,102.2,1428446133,2.230448921,170,0,M.haemolytica,Clean
Beef 150,Beef150,BRD,CO,Five Rivers,4/9/21,103.6,320414688.7,2.230448921,170,0,M.haemolytica,Clean
Beef 151,Beef151,BRD,CO,Five Rivers,4/9/21,105.4,21559674614,5.248116533,177058.3991,1,M.haemolytica,Clean
Beef 152,Beef152,BRD,CO,Five Rivers,4/9/21,107.1,90620169.2,2.230448921,170,0,M.haemolytica,Clean
Beef 153,Beef153,BRD,CO,Five Rivers,4/9/21,102.2,1283392024,3.693382457,4936.083036,1,M.haemolytica,Clean
Beef 154,Beef154,Healthy,CO,Five Rivers,4/9/21,102.6,2234629774,3.790355701,6171.002197,1,M.haemolytica,Clean
Beef 155,Beef155,Healthy,TX,Cactus,4/7/21,102.5,1828644507,3.292777057,1962.352653,1,M.haemolytica,Clean
Beef 156,Beef156,BRD,TX,Cactus,4/7/21,104.5,485096976.7,4.039049413,10940.80842,1,M.haemolytica,Clean
Beef 159,Beef159,Healthy,TX,Cactus,4/15/21,101.6,230,4.495456095,31293.6409,1,M.haemolytica,Clean
Beef 16,Beef16,Healthy,TX,Cactus,3/11/21,102.1,161766.89,2.230448921,170,0,M.haemolytica,Clean
Beef 160,Beef160,BRD,TX,Cactus,4/13/21,104.2,1014321244,5.793000263,620869.4098,1,M.haemolytica,Clean
Beef 161,Beef161,BRD,TX,Cactus,4/14/21,104.7,857593825.7,2.230448921,170,0,M.haemolytica,Clean
Beef 163,Beef163,BRD,TX,Cactus,4/13/21,105.2,5184214.69,3.241128264,1742.321371,1,M.haemolytica,Clean
Beef 164,Beef164,BRD,TX,Cactus,4/14/21,104,230,4.636699733,43321.12565,1,M.haemolytica,Clean
Beef 165,Beef165,Healthy,TX,Cactus,4/13/21,101.7,54894641.82,2.230448921,170,0,M.haemolytica,Clean
Beef 166,Beef166,BRD,TX,Cactus,4/14/21,104.2,16896187.63,4.16300963,14554.91353,1,M.haemolytica,Clean
Beef 167,Beef167,Healthy,TX,Cactus,4/14/21,101.5,25510440.96,3.362935587,2306.405087,1,M.haemolytica,Clean
Beef 168,Beef168,Healthy,TX,Cactus,4/14/21,102.3,3720886.29,2.230448921,170,0,M.haemolytica,Clean
Beef 169,Beef169,Healthy,TX,Cactus,4/13/21,102.5,6643490.16,2.230448921,170,0,M.haemolytica,Clean
Beef 17,Beef17,Healthy,TX,Cactus,3/8/21,103.8,230,2.230448921,170,0,M.haemolytica,Clean
Beef 170,Beef170,BRD,TX,Cactus,4/13/21,105.5,3068387.1,3.897805775,7903.251004,1,M.haemolytica,Clean
Beef 171,Beef171,Healthy,TX,Cactus,4/13/21,103,2509307.39,2.230448921,170,0,M.haemolytica,Clean
Beef 172,Beef172,Healthy,TX,Cactus,4/14/21,102.7,10905494.25,2.230448921,170,0,M.haemolytica,Clean
Beef 174,Beef174,BRD,TX,Cactus,4/13/21,104.8,12394605.87,3.60128841,3992.899784,1,M.haemolytica,Clean
Beef 176,Beef176,Healthy,TX,Cactus,4/13/21,101.5,18921323.21,2.230448921,170,0,M.haemolytica,Clean
Beef 178,Beef178,BRD,TX,Cactus,4/21/21,104.6,2466179.83,2.230448921,170,0,M.haemolytica,Clean
Beef 179,Beef179,Healthy,TX,Cactus,4/21/21,102.3,2661634.63,2.230448921,170,0,M.haemolytica,Clean
Beef 180,Beef180,BRD,TX,Cactus,4/27/21,104,12496540.18,2.230448921,170,0,M.haemolytica,Clean
Beef 181,Beef181,Healthy,TX,Cactus,4/27/21,103.2,5381862.25,2.230448921,170,0,M.haemolytica,Clean
Beef 183,Beef183,BRD,TX,Cactus,4/28/21,104,24733248.02,2.230448921,170,0,M.haemolytica,Clean
Beef 184,Beef184,Healthy,TX,Cactus,4/29/21,102.5,11498080.24,2.230448921,170,0,M.haemolytica,Clean
Beef 185,Beef185,BRD,TX,Cactus,4/29/21,104,24394525.11,3.55523725,3591.18063,1,M.haemolytica,Clean
Beef 186,Beef186,Healthy,TX,Cactus,4/29/21,102.9,12358166.82,4.505996665,32062.44701,1,M.haemolytica,Clean
Beef 187,Beef187,BRD,TX,Cactus,4/29/21,104,22771379.95,2.230448921,170,0,M.haemolytica,Clean
Beef 188,Beef188,Healthy,TX,Cactus,4/29/21,103,7096313.76,2.230448921,170,0,M.haemolytica,Clean
Beef 190,Beef190,Healthy,IN,Ault,4/7/21,101.8,224315487.3,3.345867159,2217.518027,1,M.haemolytica,Clean
Beef 191,Beef191,BRD,IN,Ault,4/7/21,102.7,4.41E+11,5.271242047,186742.0179,1,M.haemolytica,Clean
Beef 192,Beef192,BRD,IN,Ault,4/7/21,102.4,84030733827,2.230448921,170,0,M.haemolytica,Clean
Beef 193,Beef193,BRD,IN,Ault,4/7/21,102.9,11878623162,3.964211366,9208.976532,1,M.haemolytica,Clean
Beef 194,Beef194,Healthy,IN,Ault,4/7/21,103.6,1.45E+11,4.715754008,51970.15449,1,M.haemolytica,Clean
Beef 195,Beef195,BRD,IN,Ault,4/7/21,103.6,2.04E+11,5.674945879,473092.299,1,M.haemolytica,Clean
Beef 196,Beef196,BRD,IN,Ault,4/7/21,103.8,1.85E+11,5.807757061,642328.3058,1,M.haemolytica,Clean
Beef 197,Beef197,Healthy,IN,Ault,4/7/21,101.8,2.36E+11,5.341863866,219717.1041,1,M.haemolytica,Clean
Beef 198,Beef198,Healthy,IN,Ault,4/7/21,103.4,1.26E+11,3.325979852,2118.262863,1,M.haemolytica,Clean
Beef 199,Beef199,Healthy,IN,Ault,4/7/21,103,12449358067,2.230448921,170,0,M.haemolytica,Clean
Beef 2,Beef2,BRD,TX,Cactus,3/4/21,104,9430713.31,4.488077696,30766.4718,1,M.haemolytica,Clean
Beef 200,Beef200,Healthy,IN,Ault,4/7/21,103.3,870000508.3,2.230448921,170,0,M.haemolytica,Clean
Beef 201,Beef201,BRD,IN,Ault,4/7/21,102.4,2.56E+11,5.389296431,245073.5441,1,M.haemolytica,Clean
Beef 202,Beef202,Healthy,IN,Ault,4/7/21,103.3,1.65E+11,4.298347436,19876.84429,1,M.haemolytica,Clean
Beef 21,Beef21,Healthy,TX,Cactus,3/11/21,103.1,230,2.230448921,170,0,M.haemolytica,Clean
Beef 210,Beef210,Healthy,IN,Ault,5/19/21,102.5,2.72E+11,2.230448921,170,0,M.haemolytica,Clean
Beef 211,Beef211,BRD,IN,Ault,5/19/21,103.7,3138017508,5.189025601,154534.5533,1,M.haemolytica,Clean
Beef 212,Beef212,BRD,IN,Ault,5/19/21,105.3,84834743833,4.419563991,26276.28663,1,M.haemolytica,Clean
Beef 213,Beef213,Healthy,IN,Ault,5/19/21,102,10709022.7,2.230448921,170,0,M.haemolytica,Clean
Beef 214,Beef214,BRD,IN,Ault,5/19/21,104.3,2.09E+11,5.282836674,191794.732,1,M.haemolytica,Clean
Beef 215,Beef215,BRD,IN,Ault,5/19/21,103.1,230,5.897351906,789499.5845,1,M.haemolytica,Clean
Beef 216,Beef216,BRD,IN,Ault,5/19/21,103,3.74E+11,6.19459598,1565294.214,1,M.haemolytica,Clean
Beef 217,Beef217,Healthy,IN,Ault,5/19/21,102.8,3.08E+11,4.770564972,58961.01781,1,M.haemolytica,Clean
Beef 218,Beef218,BRD,IN,Ault,6/8/21,106.7,2.01E+11,2.230448921,170,0,M.haemolytica,Clean
Beef 219,Beef219,Healthy,IN,Ault,6/8/21,104.5,2.00E+11,4.544996774,35074.92683,1,M.haemolytica,Clean
Beef 22,Beef22,BRD,TX,Cactus,3/10/21,104.6,230,2.230448921,170,0,M.haemolytica,Clean
Beef 220,Beef220,Healthy,IN,Ault,6/8/21,102.5,1985839434,2.230448921,170,0,M.haemolytica,Clean
Beef 221,Beef221,Healthy,IN,Ault,6/8/21,103.5,3.41E+11,2.230448921,170,0,M.haemolytica,Clean
Beef 222,Beef222,BRD,IN,Ault,6/8/21,103.8,2100504.78,2.230448921,170,0,M.haemolytica,Clean
Beef 224,Beef224,Healthy,IN,Ault,6/8/21,102.7,3.23E+11,5.781405636,604512.9874,1,M.haemolytica,Clean
Beef 225,Beef225,Healthy,IN,Ault,6/7/21,104.9,45429660.67,2.230448921,170,0,M.haemolytica,Clean
Beef 226,Beef226,Healthy,IN,Ault,6/7/21,104.1,234991182.6,2.230448921,170,0,M.haemolytica,Clean
Beef 227,Beef227,Healthy,IN,Ault,6/7/21,104.4,2457064.8,3.94523834,8815.325241,1,M.haemolytica,Clean
Beef 228,Beef228,BRD,IN,Ault,6/7/21,105,2.67E+11,4.746321661,55759.85823,1,M.haemolytica,Clean
Beef 229,Beef229,Healthy,IN,Ault,6/7/21,103.8,819132.59,2.230448921,170,0,M.haemolytica,Clean
Beef 23,Beef23,Healthy,TX,Cactus,3/8/21,102.9,230,2.230448921,170,0,M.haemolytica,Clean
Beef 230,Beef230,Healthy,IN,Ault,6/7/21,104.3,5636526.12,4.749483832,56167.33677,1,M.haemolytica,Clean
Beef 231,Beef231,BRD,IN,Ault,6/7/21,105.2,395251494.5,4.85910576,72294.58349,1,M.haemolytica,Clean
Beef 232,Beef232,BRD,IN,Ault,6/7/21,103.3,1769993.38,2.230448921,170,0,M.haemolytica,Clean
Beef 233,Beef233,Healthy,IN,Ault,6/7/21,103.8,334249620.3,4.203482305,15976.52434,1,M.haemolytica,Clean
Beef 24,Beef24,BRD,TX,Cactus,3/10/21,104.3,11756549.29,4.169752481,14782.65636,1,M.haemolytica,Clean
Beef 240,Beef240,BRD,IN,Ault,8/25/21,103.3,10452.89,2.230448921,170,0,M.haemolytica,Clean
Beef 241,Beef241,Healthy,IN,Ault,8/25/21,105.9,1.42E+11,6.003811663,1008815.306,1,M.haemolytica,Clean
Beef 242,Beef242,Healthy,IN,Ault,8/25/21,103.1,15312223131,3.41820984,2619.448352,1,M.haemolytica,Clean
Beef 243,Beef243,Healthy,IN,Ault,8/25/21,105.6,66591050805,4.769510915,58818.08964,1,M.haemolytica,Clean
Beef 244,Beef244,Healthy,IN,Ault,8/25/21,104.2,1.52E+11,3.857751609,7206.951661,1,M.haemolytica,Clean
Beef 245,Beef245,BRD,IN,Ault,8/25/21,105.3,1672063835,5.11207944,129443.2594,1,M.haemolytica,Clean
Beef 246,Beef246,Healthy,IN,Ault,9/30/21,103.3,3.26E+11,5.446215509,279392.9926,1,M.haemolytica,Clean
Beef 247,Beef247,Healthy,IN,Ault,9/30/21,104.2,1.12E+12,3.760778365,5764.721954,1,M.haemolytica,Clean
Beef 248,Beef248,BRD,IN,Ault,9/30/21,103.1,230,3.165124387,1462.596018,1,M.haemolytica,Clean
Beef 249,Beef249,BRD,ID,Boise Valley Feeders,10/1/21,105.4,478612514.9,2.230448921,170,0,M.haemolytica,Clean
Beef 25,Beef25,BRD,TX,Cactus,3/10/21,105.5,311700.24,2.230448921,170,0,M.haemolytica,Clean
Beef 250,Beef250,BRD,ID,Boise Valley Feeders,10/1/21,105.1,48701858.03,3.633237468,4297.713573,1,M.haemolytica,Clean
Beef 251,Beef251,BRD,ID,Boise Valley Feeders,10/1/21,105.3,41996583.69,5.180032703,151367.5225,1,M.haemolytica,Clean
Beef 252,Beef252,BRD,ID,Boise Valley Feeders,10/1/21,106.2,330367090,5.402631783,252715.4435,1,M.haemolytica,Clean
Beef 253,Beef253,BRD,ID,Boise Valley Feeders,10/1/21,105.7,237579456.5,5.021015522,104957.994,1,M.haemolytica,Clean
Beef 254,Beef254,BRD,ID,Boise Valley Feeders,10/1/21,105.8,606200024.5,4.68241158,48129.5255,1,M.haemolytica,Clean
Beef 255,Beef255,BRD,ID,Boise Valley Feeders,10/1/21,104.4,41896880.35,2.230448921,170,0,M.haemolytica,Clean
Beef 256,Beef256,BRD,ID,Boise Valley Feeders,10/1/21,104.4,789981508.6,2.230448921,170,0,M.haemolytica,Clean
Beef 257,Beef257,BRD,ID,Boise Valley Feeders,10/1/21,105.2,41056771038,2.230448921,170,0,M.haemolytica,Clean
Beef 258,Beef258,BRD,ID,Boise Valley Feeders,10/1/21,106.9,35993675.36,4.902449002,79882.01325,1,M.haemolytica,Clean
Beef 259,Beef259,Healthy,ID,Boise Valley Feeders,10/6/21,,125071.16,2.230448921,170,0,M.haemolytica,Clean
Beef 26,Beef26,Healthy,TX,Cactus,3/10/21,102.9,18913797.17,2.230448921,170,0,M.haemolytica,Clean
Beef 260,Beef260,Healthy,ID,Boise Valley Feeders,10/6/21,,7060370.33,2.230448921,170,0,M.haemolytica,Clean
Beef 261,Beef261,Healthy,ID,Boise Valley Feeders,10/6/21,,359700.99,2.230448921,170,0,M.haemolytica,Clean
Beef 262,Beef262,Healthy,ID,Boise Valley Feeders,10/6/21,,19396.13,2.230448921,170,0,M.haemolytica,Clean
Beef 263,Beef263,Healthy,ID,Boise Valley Feeders,10/6/21,,2525738.02,2.230448921,170,0,M.haemolytica,Clean
Beef 266,Beef266,Healthy,ID,Boise Valley Feeders,10/6/21,,1346599.81,2.230448921,170,0,M.haemolytica,Clean
Beef 267,Beef267,Healthy,ID,Boise Valley Feeders,10/6/21,,246897.94,2.230448921,170,0,M.haemolytica,Clean
Beef 268,Beef268,Healthy,ID,Boise Valley Feeders,10/6/21,,1032926.32,3.479935914,3019.506121,1,M.haemolytica,Clean
Beef 269,Beef269,BRD,ID,Boise Valley Feeders,10/6/21,107.7,33169.27,2.230448921,170,0,M.haemolytica,Clean
Beef 27,Beef27,BRD,TX,Cactus,3/11/21,105.3,611101263.8,5.265971762,184489.5461,1,M.haemolytica,Clean
Beef 270,Beef270,BRD,ID,Boise Valley Feeders,10/6/21,106.4,67643.56,2.230448921,170,0,M.haemolytica,Clean
Beef 271,Beef271,BRD,ID,Boise Valley Feeders,10/6/21,104.1,1262093.9,2.230448921,170,0,M.haemolytica,Clean
Beef 272,Beef272,BRD,ID,Boise Valley Feeders,10/6/21,105.3,1144214.74,2.230448921,170,0,M.haemolytica,Clean
Beef 273,Beef273,BRD,ID,Boise Valley Feeders,10/6/21,105.1,107554.27,3.645949892,4425.373103,1,M.haemolytica,Clean
Beef 274,Beef274,BRD,ID,Boise Valley Feeders,10/6/21,106.4,35968.16,3.730274452,5373.712803,1,M.haemolytica,Clean
Beef 275,Beef275,BRD,ID,Boise Valley Feeders,10/6/21,105.5,651123.28,2.230448921,170,0,M.haemolytica,Clean
Beef 276,Beef276,BRD,ID,Boise Valley Feeders,10/6/21,104.3,4735852.42,2.230448921,170,0,M.haemolytica,Clean
Beef 277,Beef277,BRD,ID,Boise Valley Feeders,10/6/21,104.2,91406.23,3.475192658,2986.707261,1,M.haemolytica,Clean
Beef 278,Beef278,BRD,ID,Boise Valley Feeders,10/6/21,107.2,19276.38,3.551084762,3557.007344,1,M.haemolytica,Clean
Beef 279,Beef279,BRD,ID,Boise Valley Feeders,10/6/21,105.5,1187672.55,4.150843195,14152.82691,1,M.haemolytica,Clean
Beef 28,Beef28,BRD,TX,Cactus,3/8/21,105.4,62313906.88,5.194295886,156421.2983,1,M.haemolytica,Clean
Beef 280,Beef280,BRD,ID,Boise Valley Feeders,10/6/21,105,10492693.55,3.806166556,6399.802269,1,M.haemolytica,Clean
Beef 281,Beef281,BRD,ID,Boise Valley Feeders,10/6/21,106.1,1453456.11,4.445979156,27924.09813,1,M.haemolytica,Clean
Beef 282,Beef282,BRD,ID,Boise Valley Feeders,10/6/21,106.3,764386.67,2.230448921,170,0,M.haemolytica,Clean
Beef 283,Beef283,BRD,ID,Boise Valley Feeders,10/6/21,106.3,120157.29,3.609584925,4069.911123,1,M.haemolytica,Clean
Beef 284,Beef284,BRD,ID,Boise Valley Feeders,10/6/21,104.5,236680.54,2.230448921,170,0,M.haemolytica,Clean
Beef 285,Beef285,BRD,ID,Boise Valley Feeders,10/6/21,106.1,776204.21,2.230448921,170,0,M.haemolytica,Clean
Beef 286,Beef286,Healthy,ID,Boise Valley Feeders,10/6/21,,54975.3,3.450821442,2823.718779,1,M.haemolytica,Clean
Beef 287,Beef287,Healthy,ID,Boise Valley Feeders,10/6/21,,859546.66,2.230448921,170,0,M.haemolytica,Clean
Beef 288,Beef288,Healthy,ID,Boise Valley Feeders,10/6/21,,1658893.5,3.834099067,6824.943596,1,M.haemolytica,Clean
Beef 289,Beef289,Healthy,ID,Boise Valley Feeders,10/6/21,,501381.5,2.230448921,170,0,M.haemolytica,Clean
Beef 29,Beef29,BRD,TX,Cactus,3/10/21,106,29668554.21,2.230448921,170,0,M.haemolytica,Clean
Beef 290,Beef290,Healthy,ID,Boise Valley Feeders,10/6/21,,591911.72,2.230448921,170,0,M.haemolytica,Clean
Beef 291,Beef291,Healthy,ID,Boise Valley Feeders,10/6/21,,36965275.12,4.526087488,33580.52546,1,M.haemolytica,Clean
Beef 292,Beef292,Healthy,ID,Boise Valley Feeders,10/6/21,,2157904716,2.230448921,170,0,M.haemolytica,Clean
Beef 293,Beef293,Healthy,ID,Boise Valley Feeders,10/6/21,,1.49E+12,4.839669445,69130.45978,1,M.haemolytica,Clean
Beef 296,Beef296,Healthy,ID,Boise Valley Feeders,10/6/21,,409805891.4,5.972723146,939124.4464,1,M.haemolytica,Clean
Beef 297,Beef297,Healthy,ID,Boise Valley Feeders,10/6/21,,2.25E+11,6.26659911,1847562.379,1,M.haemolytica,Clean
Beef 299,Beef299,Healthy,ID,Boise Valley Feeders,10/6/21,,9491543.77,4.111843086,12937.28324,1,M.haemolytica,Clean
Beef 3,Beef3,BRD,TX,Cactus,3/4/21,104,39652681.56,2.230448921,170,0,M.haemolytica,Clean
Beef 30,Beef30,Healthy,TX,Cactus,3/8/21,102.1,34809890.43,2.230448921,170,0,M.haemolytica,Clean
Beef 300,Beef300,Healthy,ID,Boise Valley Feeders,10/6/21,,18978796.91,5.610448627,407801.32,1,M.haemolytica,Clean
Beef 301,Beef301,Healthy,ID,Boise Valley Feeders,10/6/21,,26054702.52,4.592493079,39128.48912,1,M.haemolytica,Clean
Beef 303,Beef303,BRD,ID,Boise Valley Feeders,10/8/21,,1808103.58,5.057859245,114250.7986,1,M.haemolytica,Clean
Beef 305,Beef305,BRD,ID,Boise Valley Feeders,10/8/21,,808664.24,3.174786413,1495.499983,1,M.haemolytica,Clean
Beef 306,Beef306,BRD,ID,Boise Valley Feeders,10/8/21,,713552.86,4.156640509,14343.01686,1,M.haemolytica,Clean
Beef 307,Beef307,BRD,ID,Boise Valley Feeders,10/8/21,,185280014.9,2.230448921,170,0,M.haemolytica,Clean
Beef 308,Beef308,Healthy,ID,Boise Valley Feeders,10/8/21,,10250932.28,3.772436732,5921.568152,1,M.haemolytica,Clean
Beef 309,Beef309,Healthy,ID,Boise Valley Feeders,10/8/21,,27756166.91,5.159839259,144490.4885,1,M.haemolytica,Clean
Beef 31,Beef31,BRD,TX,Cactus,3/8/21,105.8,187156661.7,4.375293597,23729.7737,1,M.haemolytica,Clean
Beef 312,Beef312,Healthy,ID,Boise Valley Feeders,10/8/21,,32578478.91,3.854653178,7155.717357,1,M.haemolytica,Clean
Beef 313,Beef313,BRD,CO,Five Rivers,10/19/21,104.2,119867240.6,3.638571493,4350.823773,1,M.haemolytica,Clean
Beef 315,Beef315,BRD,CO,Five Rivers,10/19/21,103.5,880415983.8,2.230448921,170,0,M.haemolytica,Clean
Beef 316,Beef316,BRD,CO,Five Rivers,10/19/21,102.8,714394008.8,2.230448921,170,0,M.haemolytica,Clean
Beef 317,Beef317,BRD,CO,Five Rivers,10/19/21,105.5,380528608.9,2.230448921,170,0,M.haemolytica,Clean
Beef 318,Beef318,BRD,CO,Five Rivers,10/19/21,105.1,473965450.1,4.068626749,11711.88365,1,M.haemolytica,Clean
Beef 319,Beef319,BRD,CO,Five Rivers,10/19/21,106.4,119068043,3.941612881,8742.041838,1,M.haemolytica,Clean
Beef 32,Beef32,BRD,TX,Cactus,3/8/21,104.5,272845652.5,2.230448921,170,0,M.haemolytica,Clean
Beef 320,Beef320,BRD,CO,Five Rivers,10/19/21,103.8,200547945.5,4.480763037,30252.62308,1,M.haemolytica,Clean
Beef 321,Beef321,Healthy,CO,Five Rivers,10/19/21,103.5,118679208.2,2.230448921,170,0,M.haemolytica,Clean
Beef 322,Beef322,Healthy,CO,Five Rivers,10/19/21,102.4,1935973167,3.777179989,5986.596515,1,M.haemolytica,Clean
Beef 323,Beef323,Healthy,CO,Five Rivers,10/19/21,103.5,793768628.7,3.085672603,1218.070999,1,M.haemolytica,Clean
Beef 325,Beef325,Healthy,CO,Five Rivers,10/19/21,103.5,294940491.2,3.57934187,3796.136931,1,M.haemolytica,Clean
Beef 326,Beef326,Healthy,CO,Five Rivers,10/19/21,103.5,1111345050,3.070916324,1177.379104,1,M.haemolytica,Clean
Beef 327,Beef327,Healthy,CO,Five Rivers,10/19/21,102.2,500669614.6,3.052143756,1127.570632,1,M.haemolytica,Clean
Beef 328,Beef328,Healthy,CO,Five Rivers,10/19/21,103.5,902714222.8,2.230448921,170,0,M.haemolytica,Clean
Beef 329,Beef329,Healthy,CO,Five Rivers,10/19/21,103.5,168957475.1,2.230448921,170,0,M.haemolytica,Clean
Beef 33,Beef33,BRD,TX,Cactus,3/8/21,106,309018610.3,2.230448921,170,0,M.haemolytica,Clean
Beef 330,Beef330,Healthy,CO,Five Rivers,10/19/21,103.5,250606430.3,4.136554564,13694.76436,1,M.haemolytica,Clean
Beef 331,Beef331,Healthy,CO,Five Rivers,10/19/21,103.5,2427860563,2.230448921,170,0,M.haemolytica,Clean
Beef 332,Beef332,Healthy,CO,Five Rivers,10/19/21,103.5,235275890.7,4.453857107,28435.25364,1,M.haemolytica,Clean
Beef 333,Beef333,Healthy,CO,Five Rivers,10/19/21,103.5,212305045.2,2.230448921,170,0,M.haemolytica,Clean
Beef 334,Beef334,Healthy,CO,Five Rivers,10/19/21,103.1,750205322.3,2.230448921,170,0,M.haemolytica,Clean
Beef 335,Beef335,Healthy,IN,Ault,10/21/21,103.3,29222866.42,2.230448921,170,0,M.haemolytica,Clean
Beef 336,Beef336,Healthy,IN,Ault,10/21/21,103.3,19221360.3,4.649350739,44601.63083,1,M.haemolytica,Clean
Beef 337,Beef337,Healthy,IN,Ault,10/21/21,102.9,55510661.59,4.87159157,74403.19236,1,M.haemolytica,Clean
Beef 338,Beef338,Healthy,IN,Ault,10/21/21,103.1,15972845.71,5.828909975,674388.2197,1,M.haemolytica,Clean
Beef 339,Beef339,BRD,IN,Ault,10/21/21,105.6,57723880.59,2.978465143,951.623467,1,M.haemolytica,Clean
Beef 34,Beef34,Healthy,TX,Cactus,3/8/21,101.8,37134877.22,2.230448921,170,0,M.haemolytica,Clean
Beef 340,Beef340,BRD,IN,Ault,10/21/21,104.6,43146323.09,5.828019299,673006.5627,1,M.haemolytica,Clean
Beef 341,Beef341,BRD,IN,Ault,10/21/21,103.1,673175858.5,4.211295002,16266.53313,1,M.haemolytica,Clean
Beef 342 ,Beef342,BRD,IN,Ault,10/21/21,105.2,38568526358,3.474973485,2985.200361,1,M.haemolytica,Clean
Beef 344,Beef344,Healthy,ID,Boise Valley Feeders,10/29/21,,16243966.82,2.230448921,170,0,M.haemolytica,Clean
Beef 345,Beef345,Healthy,ID,Boise Valley Feeders,10/29/21,,90670622.53,2.230448921,170,0,M.haemolytica,Clean
Beef 347,Beef347,Healthy,ID,Boise Valley Feeders,10/29/21,,65828493.93,2.230448921,170,0,M.haemolytica,Clean
Beef 348,Beef348,Healthy,ID,Boise Valley Feeders,10/29/21,,178697060,2.230448921,170,0,M.haemolytica,Clean
Beef 349,Beef349,Healthy,ID,Boise Valley Feeders,10/29/21,,200777902.1,2.230448921,170,0,M.haemolytica,Clean
Beef 35,Beef35,Healthy,TX,Cactus,3/11/21,102.4,607456289.4,2.230448921,170,0,M.haemolytica,Clean
Beef 350,Beef350,Healthy,ID,Boise Valley Feeders,10/29/21,,73123616.82,5.155827305,143161.851,1,M.haemolytica,Clean
